"set","plate","well","tp","sheet","od_wave","od","substrate","sample","evolved","population"
"set_1","12","G_4","T6","Sheet1",600,0.047,"phenylethyl-amine","34","without_community","wt-3"
"set_1","12","H_3","T6","Sheet1",590,0.126,"d-malic-acid","34","without_community","wt-3"
"set_1","12","A_1","T4","Sheet1",600,0.059,"water","34","without_community","wt-3"
"set_1","12","A_3","T3","Sheet1",600,0.746,"d-galactonic cis-gamma-lactone","34","without_community","wt-3"
"set_1","12","H_3","T4","Sheet1",600,0.095,"d-malic-acid","34","without_community","wt-3"
"set_1","12","H_1","T6","Sheet1",590,0.057,"alpha-d-lactose","34","without_community","wt-3"
"set_1","12","A_2","T5","Sheet1",590,0.055,"beta-methyl-d-glucoside","34","without_community","wt-3"
"set_1","12","G_1","T1","Sheet1",600,0.174,"d-cellobiose","34","without_community","wt-3"
"set_1","12","E_1","T5","Sheet1",590,0.103,"alpha-cyclodextrin","34","without_community","wt-3"
"set_1","12","D_2","T5","Sheet1",590,1.11,"d-mannitol","34","without_community","wt-3"
"set_1","12","B_1","T6","Sheet1",600,1.097,"pyruvic acid methyl ester","34","without_community","wt-3"
"set_1","12","E_1","T2","Sheet1",600,0.139,"alpha-cyclodextrin","34","without_community","wt-3"
"set_1","12","D_2","T6","Sheet1",590,1.425,"d-mannitol","34","without_community","wt-3"
"set_1","12","A_3","T1","Sheet1",600,0.067,"d-galactonic cis-gamma-lactone","34","without_community","wt-3"
"set_1","12","A_3","T6","Sheet1",590,1.432,"d-galactonic cis-gamma-lactone","34","without_community","wt-3"
"set_1","12","D_2","T2","Sheet1",600,0.553,"d-mannitol","34","without_community","wt-3"
"set_1","12","A_4","T4","Sheet1",590,0.784,"l-arginine","34","without_community","wt-3"
"set_1","12","D_3","T6","Sheet1",600,0.922,"4-hydroxy benzoic acid","34","without_community","wt-3"
"set_1","12","F_3","T2","Sheet1",600,0.287,"itaconic acid","34","without_community","wt-3"
"set_1","13","D_1","T1","Sheet1",600,0.069,"tween 80","37","without_community","wt-4"
"set_1","13","B_3","T2","Sheet1",600,0.877,"d-galacturonic acid","37","without_community","wt-4"
"set_1","13","E_4","T3","Sheet1",600,0.062,"l-threonine","37","without_community","wt-4"
"set_1","13","D_1","T2","Sheet1",600,0.14,"tween 80","37","without_community","wt-4"
"set_1","13","B_4","T4","Sheet1",600,2.05,"l-asparagine","37","without_community","wt-4"
"set_1","13","B_2","T4","Sheet1",590,0.483,"d-xylose","37","without_community","wt-4"
"set_1","13","A_3","T6","Sheet1",600,1.301,"d-galactonic cis-gamma-lactone","37","without_community","wt-4"
"set_1","13","G_4","T6","Sheet1",590,0.049,"phenylethyl-amine","37","without_community","wt-4"
"set_1","13","F_3","T4","Sheet1",590,0.707,"itaconic acid","37","without_community","wt-4"
"set_1","13","E_3","T4","Sheet1",600,0.871,"gamma-amino butyric acid","37","without_community","wt-4"
"set_1","13","G_2","T2","Sheet1",600,0.058,"glucose-1-phosphate","37","without_community","wt-4"
"set_1","13","C_1","T4","Sheet1",590,0.155,"tween 40","37","without_community","wt-4"
"set_1","13","A_4","T4","Sheet1",590,0.746,"l-arginine","37","without_community","wt-4"
"set_1","13","F_3","T6","Sheet1",600,0.899,"itaconic acid","37","without_community","wt-4"
"set_1","13","E_3","T2","Sheet1",600,0.453,"gamma-amino butyric acid","37","without_community","wt-4"
"set_1","13","A_4","T5","Sheet1",590,0.785,"l-arginine","37","without_community","wt-4"
"set_1","13","A_3","T6","Sheet1",590,1.461,"d-galactonic cis-gamma-lactone","37","without_community","wt-4"
"set_1","13","D_3","T3","Sheet1",600,0.353,"4-hydroxy benzoic acid","37","without_community","wt-4"
"set_1","13","G_1","T5","Sheet1",600,0.06,"d-cellobiose","37","without_community","wt-4"
"set_1","13","G_2","T5","Sheet1",600,0.054,"glucose-1-phosphate","37","without_community","wt-4"
"set_1","13","B_2","T2","Sheet1",600,0.175,"d-xylose","37","without_community","wt-4"
"set_1","13","A_1","T1","Sheet1",600,0.105,"water","37","without_community","wt-4"
"set_1","13","G_1","T4","Sheet1",600,0.057,"d-cellobiose","37","without_community","wt-4"
"set_1","13","C_2","T6","Sheet1",590,0.049,"i-erythritol","37","without_community","wt-4"
"set_1","13","F_2","T5","Sheet1",590,0.847,"d-glucosaminic acid","37","without_community","wt-4"
"set_1","13","B_2","T5","Sheet1",590,0.427,"d-xylose","37","without_community","wt-4"
"set_1","13","C_2","T4","Sheet1",590,0.051,"i-erythritol","37","without_community","wt-4"
"set_1","13","G_3","T2","Sheet1",600,0.18,"alpha-keto butyric acid","37","without_community","wt-4"
"set_1","13","F_4","T5","Sheet1",590,0.226,"glycyl-l-glutamic acid","37","without_community","wt-4"
"set_1","13","A_4","T6","Sheet1",590,0.993,"l-arginine","37","without_community","wt-4"
"set_1","13","F_2","T6","Sheet1",600,1.023,"d-glucosaminic acid","37","without_community","wt-4"
"set_1","13","B_4","T4","Sheet1",590,2.071,"l-asparagine","37","without_community","wt-4"
"set_1","13","G_2","T6","Sheet1",590,0.051,"glucose-1-phosphate","37","without_community","wt-4"
"set_1","13","B_4","T2","Sheet1",600,0.923,"l-asparagine","37","without_community","wt-4"
"set_1","13","G_1","T1","Sheet1",600,0.181,"d-cellobiose","37","without_community","wt-4"
"set_1","13","C_4","T4","Sheet1",590,0.058,"l-phenylalanine","37","without_community","wt-4"
"set_1","13","F_4","T1","Sheet1",600,0.191,"glycyl-l-glutamic acid","37","without_community","wt-4"
"set_1","13","E_4","T4","Sheet1",590,0.067,"l-threonine","37","without_community","wt-4"
"set_1","13","G_2","T4","Sheet1",590,0.052,"glucose-1-phosphate","37","without_community","wt-4"
"set_1","13","E_2","T5","Sheet1",590,0.441,"n-acetyl-d-glucosamine","37","without_community","wt-4"
"set_1","13","E_2","T2","Sheet1",600,0.107,"n-acetyl-d-glucosamine","37","without_community","wt-4"
"set_1","13","A_3","T1","Sheet1",600,0.064,"d-galactonic cis-gamma-lactone","37","without_community","wt-4"
"set_1","13","G_1","T4","Sheet1",590,0.058,"d-cellobiose","37","without_community","wt-4"
"set_1","13","C_2","T2","Sheet1",600,0.059,"i-erythritol","37","without_community","wt-4"
"set_1","13","H_3","T4","Sheet1",590,0.102,"d-malic-acid","37","without_community","wt-4"
"set_1","13","F_2","T2","Sheet1",600,0.281,"d-glucosaminic acid","37","without_community","wt-4"
"set_1","13","A_3","T2","Sheet1",600,0.564,"d-galactonic cis-gamma-lactone","37","without_community","wt-4"
"set_1","13","B_2","T1","Sheet1",600,0.063,"d-xylose","37","without_community","wt-4"
"set_1","13","E_2","T6","Sheet1",590,0.717,"n-acetyl-d-glucosamine","37","without_community","wt-4"
"set_1","13","A_1","T4","Sheet1",600,0.079,"water","37","without_community","wt-4"
"set_1","13","D_2","T5","Sheet1",590,1.029,"d-mannitol","37","without_community","wt-4"
"set_1","13","H_2","T4","Sheet1",600,0.485,"dml-alpha-glycerol phosphate","37","without_community","wt-4"
"set_1","13","D_3","T6","Sheet1",590,0.938,"4-hydroxy benzoic acid","37","without_community","wt-4"
"set_1","13","E_4","T6","Sheet1",590,0.058,"l-threonine","37","without_community","wt-4"
"set_1","13","A_2","T4","Sheet1",600,0.071,"beta-methyl-d-glucoside","37","without_community","wt-4"
"set_1","13","F_3","T2","Sheet1",600,0.325,"itaconic acid","37","without_community","wt-4"
"set_1","13","G_3","T5","Sheet1",590,0.048,"alpha-keto butyric acid","37","without_community","wt-4"
"set_1","13","C_2","T1","Sheet1",600,0.061,"i-erythritol","37","without_community","wt-4"
"set_1","13","D_3","T5","Sheet1",600,0.683,"4-hydroxy benzoic acid","37","without_community","wt-4"
"set_1","13","H_4","T4","Sheet1",590,0.442,"putrescine","37","without_community","wt-4"
"set_1","13","H_2","T1","Sheet1",600,0.086,"dml-alpha-glycerol phosphate","37","without_community","wt-4"
"set_1","13","A_3","T5","Sheet1",590,1.308,"d-galactonic cis-gamma-lactone","37","without_community","wt-4"
"set_1","13","G_1","T6","Sheet1",600,0.062,"d-cellobiose","37","without_community","wt-4"
"set_1","13","E_3","T4","Sheet1",590,0.924,"gamma-amino butyric acid","37","without_community","wt-4"
"set_1","13","C_2","T5","Sheet1",600,0.052,"i-erythritol","37","without_community","wt-4"
"set_1","13","F_4","T4","Sheet1",590,0.232,"glycyl-l-glutamic acid","37","without_community","wt-4"
"set_1","13","E_1","T5","Sheet1",600,0.059,"alpha-cyclodextrin","37","without_community","wt-4"
"set_1","13","C_3","T4","Sheet1",590,0.043,"2-hydroxy benzoic acis","37","without_community","wt-4"
"set_1","13","G_3","T1","Sheet1",600,0.213,"alpha-keto butyric acid","37","without_community","wt-4"
"set_1","13","E_1","T4","Sheet1",600,0.066,"alpha-cyclodextrin","37","without_community","wt-4"
"set_1","13","B_1","T4","Sheet1",590,0.725,"pyruvic acid methyl ester","37","without_community","wt-4"
"set_1","13","B_3","T5","Sheet1",600,1.499,"d-galacturonic acid","37","without_community","wt-4"
"set_1","13","F_1","T6","Sheet1",590,0.085,"glycogen","37","without_community","wt-4"
"set_1","13","B_3","T3","Sheet1",600,1.097,"d-galacturonic acid","37","without_community","wt-4"
"set_1","13","E_3","T1","Sheet1",600,0.059,"gamma-amino butyric acid","37","without_community","wt-4"
"set_1","13","B_2","T6","Sheet1",590,0.652,"d-xylose","37","without_community","wt-4"
"set_1","13","A_1","T4","Sheet1",590,0.075,"water","37","without_community","wt-4"
"set_1","13","B_4","T5","Sheet1",590,2.175,"l-asparagine","37","without_community","wt-4"
"set_1","13","G_2","T4","Sheet1",600,0.052,"glucose-1-phosphate","37","without_community","wt-4"
"set_1","13","H_3","T2","Sheet1",600,0.068,"d-malic-acid","37","without_community","wt-4"
"set_1","13","F_2","T3","Sheet1",600,0.46,"d-glucosaminic acid","37","without_community","wt-4"
"set_1","13","C_3","T2","Sheet1",600,0.041,"2-hydroxy benzoic acis","37","without_community","wt-4"
"set_1","13","A_1","T3","Sheet1",600,0.075,"water","37","without_community","wt-4"
"set_1","13","C_4","T6","Sheet1",600,0.051,"l-phenylalanine","37","without_community","wt-4"
"set_1","13","B_1","T1","Sheet1",600,0.059,"pyruvic acid methyl ester","37","without_community","wt-4"
"set_1","13","E_1","T2","Sheet1",600,0.068,"alpha-cyclodextrin","37","without_community","wt-4"
"set_1","13","B_4","T6","Sheet1",600,2.276,"l-asparagine","37","without_community","wt-4"
"set_1","13","E_2","T4","Sheet1",600,0.479,"n-acetyl-d-glucosamine","37","without_community","wt-4"
"set_1","13","A_2","T1","Sheet1",600,0.085,"beta-methyl-d-glucoside","37","without_community","wt-4"
"set_1","13","F_1","T1","Sheet1",600,0.079,"glycogen","37","without_community","wt-4"
"set_1","13","C_2","T3","Sheet1",600,0.058,"i-erythritol","37","without_community","wt-4"
"set_1","13","F_1","T5","Sheet1",590,0.086,"glycogen","37","without_community","wt-4"
"set_1","13","H_3","T4","Sheet1",600,0.101,"d-malic-acid","37","without_community","wt-4"
"set_1","13","B_3","T6","Sheet1",590,2.035,"d-galacturonic acid","37","without_community","wt-4"
"set_1","13","A_2","T2","Sheet1",600,0.074,"beta-methyl-d-glucoside","37","without_community","wt-4"
"set_1","13","C_1","T5","Sheet1",600,0.151,"tween 40","37","without_community","wt-4"
"set_1","13","E_4","T5","Sheet1",600,0.06,"l-threonine","37","without_community","wt-4"
"set_1","13","F_3","T5","Sheet1",590,0.778,"itaconic acid","37","without_community","wt-4"
"set_1","13","A_4","T3","Sheet1",600,0.396,"l-arginine","37","without_community","wt-4"
"set_1","13","E_4","T2","Sheet1",600,0.061,"l-threonine","37","without_community","wt-4"
"set_1","13","G_4","T4","Sheet1",600,0.056,"phenylethyl-amine","37","without_community","wt-4"
"set_1","13","E_1","T6","Sheet1",600,0.053,"alpha-cyclodextrin","37","without_community","wt-4"
"set_1","13","F_1","T4","Sheet1",590,0.086,"glycogen","37","without_community","wt-4"
"set_1","13","H_4","T4","Sheet1",600,0.418,"putrescine","37","without_community","wt-4"
"set_1","13","H_2","T2","Sheet1",600,0.314,"dml-alpha-glycerol phosphate","37","without_community","wt-4"
"set_1","13","F_1","T5","Sheet1",600,0.084,"glycogen","37","without_community","wt-4"
"set_1","13","B_1","T4","Sheet1",600,0.7,"pyruvic acid methyl ester","37","without_community","wt-4"
"set_1","13","E_3","T5","Sheet1",590,1.008,"gamma-amino butyric acid","37","without_community","wt-4"
"set_1","13","G_3","T6","Sheet1",600,0.047,"alpha-keto butyric acid","37","without_community","wt-4"
"set_1","13","C_1","T1","Sheet1",600,0.064,"tween 40","37","without_community","wt-4"
"set_1","13","A_1","T2","Sheet1",600,0.086,"water","37","without_community","wt-4"
"set_1","13","A_1","T5","Sheet1",600,0.072,"water","37","without_community","wt-4"
"set_1","13","H_2","T6","Sheet1",600,0.443,"dml-alpha-glycerol phosphate","37","without_community","wt-4"
"set_1","13","C_1","T5","Sheet1",590,0.158,"tween 40","37","without_community","wt-4"
"set_1","13","C_1","T6","Sheet1",600,0.154,"tween 40","37","without_community","wt-4"
"set_1","13","H_2","T5","Sheet1",600,0.487,"dml-alpha-glycerol phosphate","37","without_community","wt-4"
"set_1","13","D_3","T1","Sheet1",600,0.05,"4-hydroxy benzoic acid","37","without_community","wt-4"
"set_1","13","F_4","T5","Sheet1",600,0.216,"glycyl-l-glutamic acid","37","without_community","wt-4"
"set_1","13","E_4","T4","Sheet1",600,0.067,"l-threonine","37","without_community","wt-4"
"set_1","13","C_4","T5","Sheet1",590,0.057,"l-phenylalanine","37","without_community","wt-4"
"set_1","13","G_4","T5","Sheet1",590,0.053,"phenylethyl-amine","37","without_community","wt-4"
"set_1","13","G_1","T3","Sheet1",600,0.065,"d-cellobiose","37","without_community","wt-4"
"set_1","13","H_4","T6","Sheet1",590,0.643,"putrescine","37","without_community","wt-4"
"set_1","13","F_3","T3","Sheet1",600,0.515,"itaconic acid","37","without_community","wt-4"
"set_1","13","C_2","T5","Sheet1",590,0.053,"i-erythritol","37","without_community","wt-4"
"set_1","13","B_2","T5","Sheet1",600,0.392,"d-xylose","37","without_community","wt-4"
"set_1","13","H_4","T6","Sheet1",600,0.585,"putrescine","37","without_community","wt-4"
"set_1","13","A_2","T3","Sheet1",600,0.065,"beta-methyl-d-glucoside","37","without_community","wt-4"
"set_1","13","G_3","T4","Sheet1",590,0.047,"alpha-keto butyric acid","37","without_community","wt-4"
"set_1","13","G_4","T4","Sheet1",590,0.056,"phenylethyl-amine","37","without_community","wt-4"
"set_1","13","A_1","T6","Sheet1",590,0.063,"water","37","without_community","wt-4"
"set_1","13","E_2","T3","Sheet1",600,0.196,"n-acetyl-d-glucosamine","37","without_community","wt-4"
"set_1","13","C_1","T4","Sheet1",600,0.147,"tween 40","37","without_community","wt-4"
"set_1","13","F_1","T3","Sheet1",600,0.085,"glycogen","37","without_community","wt-4"
"set_1","13","G_2","T1","Sheet1",600,0.216,"glucose-1-phosphate","37","without_community","wt-4"
"set_1","13","C_2","T4","Sheet1",600,0.051,"i-erythritol","37","without_community","wt-4"
"set_1","13","E_3","T6","Sheet1",600,1.287,"gamma-amino butyric acid","37","without_community","wt-4"
"set_1","13","G_4","T5","Sheet1",600,0.053,"phenylethyl-amine","37","without_community","wt-4"
"set_1","13","H_1","T3","Sheet1",600,0.108,"alpha-d-lactose","37","without_community","wt-4"
"set_1","13","C_3","T4","Sheet1",600,0.043,"2-hydroxy benzoic acis","37","without_community","wt-4"
"set_1","13","D_1","T3","Sheet1",600,0.154,"tween 80","37","without_community","wt-4"
"set_1","13","C_3","T1","Sheet1",600,0.04,"2-hydroxy benzoic acis","37","without_community","wt-4"
"set_1","13","H_1","T5","Sheet1",600,0.084,"alpha-d-lactose","37","without_community","wt-4"
"set_1","13","F_2","T6","Sheet1",590,1.049,"d-glucosaminic acid","37","without_community","wt-4"
"set_1","13","D_2","T4","Sheet1",590,0.928,"d-mannitol","37","without_community","wt-4"
"set_1","13","F_2","T5","Sheet1",600,0.777,"d-glucosaminic acid","37","without_community","wt-4"
"set_1","13","A_2","T4","Sheet1",590,0.069,"beta-methyl-d-glucoside","37","without_community","wt-4"
"set_1","13","D_2","T3","Sheet1",600,0.656,"d-mannitol","37","without_community","wt-4"
"set_1","13","H_1","T5","Sheet1",590,0.085,"alpha-d-lactose","37","without_community","wt-4"
"set_1","13","H_1","T6","Sheet1",590,0.08,"alpha-d-lactose","37","without_community","wt-4"
"set_1","13","H_3","T5","Sheet1",600,0.119,"d-malic-acid","37","without_community","wt-4"
"set_1","13","H_1","T1","Sheet1",600,0.164,"alpha-d-lactose","37","without_community","wt-4"
"set_1","13","F_1","T2","Sheet1",600,0.085,"glycogen","37","without_community","wt-4"
"set_1","13","A_2","T5","Sheet1",590,0.06,"beta-methyl-d-glucoside","37","without_community","wt-4"
"set_1","13","B_1","T3","Sheet1",600,0.377,"pyruvic acid methyl ester","37","without_community","wt-4"
"set_1","13","B_1","T5","Sheet1",590,0.718,"pyruvic acid methyl ester","37","without_community","wt-4"
"set_1","13","H_2","T4","Sheet1",590,0.522,"dml-alpha-glycerol phosphate","37","without_community","wt-4"
"set_1","13","G_4","T6","Sheet1",600,0.049,"phenylethyl-amine","37","without_community","wt-4"
"set_1","13","H_3","T3","Sheet1",600,0.076,"d-malic-acid","37","without_community","wt-4"
"set_1","13","C_4","T2","Sheet1",600,0.063,"l-phenylalanine","37","without_community","wt-4"
"set_1","13","H_1","T6","Sheet1",600,0.079,"alpha-d-lactose","37","without_community","wt-4"
"set_1","13","F_2","T4","Sheet1",600,0.71,"d-glucosaminic acid","37","without_community","wt-4"
"set_1","13","H_4","T1","Sheet1",600,0.206,"putrescine","37","without_community","wt-4"
"set_1","13","E_3","T3","Sheet1",600,0.656,"gamma-amino butyric acid","37","without_community","wt-4"
"set_1","13","D_1","T6","Sheet1",600,0.194,"tween 80","37","without_community","wt-4"
"set_1","13","F_3","T1","Sheet1",600,0.155,"itaconic acid","37","without_community","wt-4"
"set_1","13","E_1","T1","Sheet1",600,0.071,"alpha-cyclodextrin","37","without_community","wt-4"
"set_1","13","E_1","T3","Sheet1",600,0.064,"alpha-cyclodextrin","37","without_community","wt-4"
"set_1","13","C_4","T1","Sheet1",600,0.119,"l-phenylalanine","37","without_community","wt-4"
"set_1","13","E_2","T5","Sheet1",600,0.418,"n-acetyl-d-glucosamine","37","without_community","wt-4"
"set_1","13","B_3","T1","Sheet1",600,0.216,"d-galacturonic acid","37","without_community","wt-4"
"set_1","13","B_4","T1","Sheet1",600,0.105,"l-asparagine","37","without_community","wt-4"
"set_1","13","C_2","T6","Sheet1",600,0.049,"i-erythritol","37","without_community","wt-4"
